Unnamed: 0,review_text,review_rating,author_id,author_name,author_app_version,review_datetime_utc,review_likes
450847,Great,5,117160*********525230,A Google user,2.61.32,2021-05-30T07:14:42.000Z,0
125487,Easy and hassle free.. At ok ang mga products sold..,5,102727*********497220,A Google user,2.48.25,2019-12-21T06:13:15.000Z,0
754540,i like this. lots of voucher. everyday i have a voucher. thanks,5,113468*********850550,A Google user,3.05.11,2023-08-02T12:49:31.000Z,0
62051,Excellent job,5,114068*********547554,A Google user,2.44.50,2019-10-03T07:26:04.000Z,0
136778,Great 💖,5,111598*********749215,A Google user,2.43.10,2020-01-14T01:44:41.000Z,0
132095,I like it and i love it you'll,5,111017*********131951,A Google user,2.44.25,2020-01-04T08:58:59.000Z,0
271971,Very good,5,103137*********951101,A Google user,2.60.08,2020-09-07T10:31:34.000Z,0
259253,👍,5,102695*********095176,A Google user,,2020-08-19T06:43:51.000Z,0
773898,nice app,5,101240*********750881,A Google user,3.11.07,2023-10-14T08:05:10.000Z,0
230795,"Thank for the assistance you""ve extended on my purchase. Give 5 stars for that. Thank you and God bless!",5,102028*********904931,A Google user,2.57.13,2020-07-12T02:58:49.000Z,0
135584,Very excellent for now,5,117221*********875328,A Google user,2.49.20,2020-01-11T08:30:39.000Z,0
753413,Goodsssss,5,113365*********580071,A Google user,2.95.59,2023-07-28T12:02:43.000Z,0
